,username,hack id,repo name,time,climate dataset,extra dataset used,extra dataset list,google api,location,using JS,mashup,readme,good readme,chart,if use library,library list,error_raw,error_normal,tech_point_raw,tech_point_normal,tech_per,tech_detail,user_requirement,user_requirement_normal,user_requirement_per,user_detail,infovis,infoVis_normal,infoVis_per,infovis_detail,combined_infovis_raw,combined_infovis_norm,combined_infovis_per,novelty,novelty_normal,novelty_per,novelty_detail,total_raw,total_norm,total_norm_per,phase
57,tres-iqus,unal1,IH-Project-2017-tres-iqus_webapp_phase1,Sun Nov  5 20:39:31 2017,0,0,[],0,0,0,0,0,0,0,0,,0.0,100.0,1,10,0.0%,"0,0,0,0,0,0,0,0,0,",0,0,0.0%,,0,0.0,0.0%,,0,0.0,0.0%,0,0.0,0.0%,,0,0.0,0.0%,1
58,cglaitong,unal1,IH-Project-2017-cglaitong_webapp_phase1,Sun Nov  5 20:39:31 2017,0,0,[],1,1,1,0,1,1,1,1,"bootstrap,d3,jquery,",0.0083333333333333,99.16666666666669,8,80,96.3%,"0,1,1,1,0,1,1,1,1,",1,20,55.56%,"1.0,0.0,0.0,0.0,0.0,",2,11.11111111111111,62.96%,"1.0,0.0,1.0,0.0,0.0,0.0,",3,13.043478260869565,66.67%,0,0.0,0.0%,,11,205.2536231884058,92.59%,1
59,DaniCastel,unal1,IH-Project-2017-DaniCastel_webapp_phase1,Sun Nov  5 20:39:31 2017,0,0,[],1,1,1,0,1,1,1,1,"bootstrap,animate,jquery,",0.0139860139860139,98.6013986013986,8,80,92.59%,"0,1,1,1,0,1,1,1,1,",1,20,55.56%,"1.0,0.0,0.0,0.0,0.0,",2,11.11111111111111,62.96%,"1.0,0.0,1.0,0.0,0.0,0.0,",3,13.043478260869565,66.67%,0,0.0,0.0%,,11,204.6883551231377,88.89%,1
60,BrandonAvilanR,unal1,IH-Project-2017-BrandonAvilanR_webapp_phase1,Sun Nov  5 20:39:31 2017,0,0,[],1,0,1,0,0,0,1,1,"bootstrap,animate,jquery,",0.0,100.0,5,50,59.26%,"0,1,0,1,0,0,0,1,1,",1,20,55.56%,"1.0,0.0,0.0,0.0,0.0,",2,11.11111111111111,62.96%,"1.0,0.0,1.0,0.0,0.0,0.0,",3,13.043478260869565,66.67%,0,0.0,0.0%,,8,176.08695652173913,66.67%,1
61,alejosaur,unal1,IH-Project-2017-alejosaur_webapp_phase1,Sun Nov  5 20:39:31 2017,0,1,"Bank-Owned ATM Locations in New York State, ",1,1,1,0,1,1,1,1,"bootstrap,animate,jquery,",0.0380434782608695,96.19565217391305,8,80,85.19%,"0,1,1,1,0,1,1,1,1,",1,20,55.56%,"1.0,0.0,0.0,0.0,0.0,",2,11.11111111111111,62.96%,"1.0,0.0,1.0,0.0,0.0,0.0,",3,13.043478260869565,66.67%,2,0.4444444444444444,96.3%,"2.0,0.0,0.0,;",13,202.7270531400966,85.19%,1
62,jaasuarezvi,unal1,IH-Project-2017-jaasuarezvi_webapp_phase1,Sun Nov  5 20:39:31 2017,0,0,[],0,0,1,0,0,0,1,0,,0.0333333333333333,96.66666666666669,3,30,7.41%,"0,0,0,1,0,0,0,1,0,",0,0,0.0%,"0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,0,0.0,0.0%,,3,126.66666666666669,3.7%,1
63,jdsolanos,unal1,IH-Project-2017-jdsolanos_webapp_phase1,Sun Nov  5 20:39:31 2017,0,0,[],1,1,1,0,0,0,1,1,"bootstrap,",0.0285714285714285,97.14285714285714,6,60,66.67%,"0,1,1,1,0,0,0,1,1,",1,20,55.56%,"1.0,0.0,0.0,0.0,0.0,",2,11.11111111111111,62.96%,"1.0,0.0,1.0,0.0,0.0,0.0,",3,13.043478260869565,66.67%,0,0.0,0.0%,,9,183.22981366459624,74.07%,1
64,DavidsMartinez,unal1,IH-Project-2017-DavidsMartinez_webapp_phase1,Sun Nov  5 20:39:31 2017,0,0,[],0,0,1,0,0,0,1,0,,0.0333333333333333,96.66666666666669,3,30,7.41%,"0,0,0,1,0,0,0,1,0,",0,0,0.0%,"0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,0,0.0,0.0%,,3,126.66666666666669,3.7%,1
65,Biopeligro,unal1,IH-Project-2017-Biopeligro_webapp_phase1,Sun Nov  5 20:39:31 2017,0,0,[],0,0,1,0,1,1,1,1,"bootstrap,d3,jquery,",0.0472440944881889,95.2755905511811,6,60,62.96%,"0,0,0,1,0,1,1,1,1,",1,20,55.56%,"1.0,0.0,0.0,0.0,0.0,",2,11.11111111111111,62.96%,"1.0,0.0,1.0,0.0,0.0,0.0,",3,13.043478260869565,66.67%,0,0.0,0.0%,,9,181.36254707292025,70.37%,1
66,garayf,unal1,IH-Project-2017-garayf_webapp_phase1,Sun Nov  5 20:39:31 2017,0,0,[],0,0,1,0,0,0,1,1,"d3,bootstrap,jquery,",0.0141242937853107,98.58757062146891,4,40,48.15%,"0,0,0,1,0,0,0,1,1,",0,0,0.0%,"0.0,0.0,0.0,0.0,0.0,",2,11.11111111111111,62.96%,"1.0,0.0,1.0,0.0,0.0,0.0,",2,8.695652173913043,55.56%,0,0.0,0.0%,,6,155.97887496929502,51.85%,1
67,jaleonro,unal1,IH-Project-2017-jaleonro_webapp_phase1,Sun Nov  5 20:39:31 2017,0,0,[],1,1,1,0,1,1,1,1,"bootstrap,jquery,",0.0377358490566037,96.22641509433964,8,80,88.89%,"0,1,1,1,0,1,1,1,1,",1,20,55.56%,"1.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",1,4.3478260869565215,48.15%,0,0.0,0.0%,,9,184.92206726825268,77.78%,1
68,facuellarg,unal1,IH-Project-2017-facuellarg_webapp_phase1,Sun Nov  5 20:39:31 2017,0,0,[],0,0,1,0,0,0,1,0,,0.0333333333333333,96.66666666666669,3,30,7.41%,"0,0,0,1,0,0,0,1,0,",0,0,0.0%,"0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,0,0.0,0.0%,,3,126.66666666666669,3.7%,1
69,Caadiazsi,unal1,IH-Project-2017-Caadiazsi_webapp_phase1,Sun Nov  5 20:39:31 2017,0,0,[],1,1,1,0,0,0,1,1,"bootstrap,d3,jquery,",0.00625,99.375,6,60,74.07%,"0,1,1,1,0,0,0,1,1,",1,20,55.56%,"1.0,0.0,0.0,0.0,0.0,",2,11.11111111111111,62.96%,"1.0,0.0,1.0,0.0,0.0,0.0,",3,13.043478260869565,66.67%,0,0.0,0.0%,,9,185.46195652173915,81.48%,1
70,sebcamacho1703,unal1,IH-Project-2017-sebcamacho1703_webapp_phase1,Sun Nov  5 20:39:31 2017,0,0,[],1,1,1,0,0,0,1,1,"bootstrap,",0.0196078431372549,98.0392156862745,6,60,70.37%,"0,1,1,1,0,0,0,1,1,",1,20,55.56%,"1.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",1,4.3478260869565215,48.15%,0,0.0,0.0%,,7,166.7348678601875,59.26%,1
71,xFortich,unal1,IH-Project-2017-xFortich_webapp_phase1,Sun Nov  5 20:39:31 2017,0,0,[],1,1,1,0,0,0,1,1,"bootstrap,animate,",0.0,100.0,6,60,77.78%,"0,1,1,1,0,0,0,1,1,",0,0,0.0%,"0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,0,0.0,0.0%,,6,160.0,55.56%,1
72,Gusgal03,unal1,IH-Project-2017-Gusgal03_webapp_phase1,Sun Nov  5 20:39:31 2017,0,0,[],0,0,1,0,0,0,1,0,,0.0333333333333333,96.66666666666669,3,30,7.41%,"0,0,0,1,0,0,0,1,0,",0,0,0.0%,"0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,0,0.0,0.0%,,3,126.66666666666669,3.7%,1
73,Juankmilo97,unal1,IH-Project-2017-Juankmilo97_webapp_phase1,Sun Nov  5 20:39:31 2017,0,0,[],0,0,1,0,0,0,1,1,"bootstrap,jquery,",0.0131578947368421,98.68421052631578,4,40,51.85%,"0,0,0,1,0,0,0,1,1,",0,0,0.0%,"0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,0,0.0,0.0%,,4,138.68421052631578,44.44%,1
74,alebautis,unal1,IH-Project-2017-alebautis_webapp_phase1,Sun Nov  5 20:39:31 2017,0,0,[],0,0,1,0,0,0,1,0,,0.0333333333333333,96.66666666666669,3,30,7.41%,"0,0,0,1,0,0,0,1,0,",0,0,0.0%,"0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,0,0.0,0.0%,,3,126.66666666666669,3.7%,1
75,sarguellesr,unal1,IH-Project-2017-sarguellesr_webapp_phase1,Sun Nov  5 20:39:31 2017,0,0,[],0,0,1,0,0,0,1,0,,0.0333333333333333,96.66666666666669,3,30,7.41%,"0,0,0,1,0,0,0,1,0,",0,0,0.0%,"0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,0,0.0,0.0%,,3,126.66666666666669,3.7%,1
76,davideperdomo,unal1,IH-Project-2017-davideperdomo_webapp_phase1,Sun Nov  5 20:39:31 2017,0,0,[],0,1,1,0,1,1,1,1,"bootstrap,d3,jquery,",0.0,100.0,7,70,81.48%,"0,0,1,1,0,1,1,1,1,",3,60,96.3%,"1.0,0.0,0.0,1.0,1.0,",3,16.666666666666664,92.59%,"1.0,0.0,1.0,1.0,0.0,0.0,",6,26.08695652173913,96.3%,0,0.0,0.0%,,13,222.17391304347825,96.3%,1
77,JamerMejiaGarcia,unal1,IH-Project-2017-JamerMejiaGarcia_webapp_phase1,Sun Nov  5 20:39:31 2017,0,0,[],0,0,1,0,0,0,1,0,,0.0333333333333333,96.66666666666669,3,30,7.41%,"0,0,0,1,0,0,0,1,0,",0,0,0.0%,"0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,0,0.0,0.0%,,3,126.66666666666669,3.7%,1
78,nikolasto,unal1,IH-Project-2017-nikolasto_webapp_phase1,Sun Nov  5 20:39:31 2017,0,0,[],0,0,1,0,0,0,1,1,"bootstrap,",0.0192307692307692,98.07692307692308,4,40,44.44%,"0,0,0,1,0,0,0,1,1,",0,0,0.0%,"0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,0,0.0,0.0%,,4,138.07692307692307,40.74%,1
79,gahormigag,unal1,IH-Project-2017-gahormigag_webapp_phase1,Sun Nov  5 20:39:31 2017,0,0,[],0,0,1,0,0,0,1,0,,0.0333333333333333,96.66666666666669,3,30,7.41%,"0,0,0,1,0,0,0,1,0,",0,0,0.0%,"0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,0,0.0,0.0%,,3,126.66666666666669,3.7%,1
80,ayperezc,unal1,IH-Project-2017-ayperezc_webapp_phase1,Sun Nov  5 20:39:31 2017,0,0,[],0,0,1,0,0,0,1,0,,0.0,100.0,3,30,37.04%,"0,0,0,1,0,0,0,1,0,",0,0,0.0%,"0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,0,0.0,0.0%,,3,130.0,37.04%,1
81,anferoar96,unal2,IH-Project-2017-anferoar96_webapp_phase1,Sun Nov  5 20:39:31 2017,0,0,[],1,1,1,0,1,1,1,1,"bootstrap,",0.1081081081081081,89.1891891891892,8,80,70.37%,"0,1,1,1,0,1,1,1,1,",1,20,51.85%,"1.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",1,4.3478260869565215,40.74%,0,0.0,0.0%,,9,177.88484136310225,62.96%,1
82,StevenEsmar,unal2,IH-Project-2017-StevenEsmar_webapp_phase1,Sun Nov  5 20:39:31 2017,0,0,[],0,0,1,0,0,0,1,0,,0.0333333333333333,96.66666666666669,3,30,0.0%,"0,0,0,1,0,0,0,1,0,",0,0,0.0%,"0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,0,0.0,0.0%,,3,126.66666666666669,0.0%,1
83,dcastanedar,unal2,IH-Project-2017-dcastanedar_webapp_phase1,Sun Nov  5 20:39:31 2017,0,0,[],0,0,1,0,0,0,1,0,,0.0333333333333333,96.66666666666669,3,30,0.0%,"0,0,0,1,0,0,0,1,0,",1,20,51.85%,"1.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",1,4.3478260869565215,40.74%,0,0.0,0.0%,,4,135.36231884057972,33.33%,1
84,trickyjuggler,unal2,IH-Project-2017-trickyjuggler_webapp_phase1,Sun Nov  5 20:39:31 2017,0,0,[],1,1,1,0,1,1,1,1,"bootstrap,",0.0,100.0,8,80,85.19%,"0,1,1,1,0,1,1,1,1,",1,20,51.85%,"1.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",1,4.3478260869565215,40.74%,0,0.0,0.0%,,9,188.69565217391303,70.37%,1
85,DaveValencia,unal2,IH-Project-2017-DaveValencia_webapp_phase1,Sun Nov  5 20:39:31 2017,0,0,[],0,0,1,0,0,0,1,0,,0.0333333333333333,96.66666666666669,3,30,0.0%,"0,0,0,1,0,0,0,1,0,",0,0,0.0%,"0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,0,0.0,0.0%,,3,126.66666666666669,0.0%,1
86,csalfonsol,unal2,IH-Project-2017-csalfonsol_webapp_phase1,Sun Nov  5 20:39:31 2017,0,0,[],1,0,1,0,1,1,1,1,"bootstrap,jquery,",0.0,100.0,7,70,74.07%,"0,1,0,1,0,1,1,1,1,",1,20,51.85%,"1.0,0.0,0.0,0.0,0.0,",2,11.11111111111111,62.96%,"1.0,0.0,1.0,0.0,0.0,0.0,",3,13.043478260869565,66.67%,0,0.0,0.0%,,10,196.08695652173915,81.48%,1
87,tres-xxx,unal2,IH-Project-2017-tres-xxx_webapp_phase1,Sun Nov  5 20:39:31 2017,0,0,[],0,0,1,0,0,0,1,0,,0.0333333333333333,96.66666666666669,3,30,0.0%,"0,0,0,1,0,0,0,1,0,",0,0,0.0%,"0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,0,0.0,0.0%,,3,126.66666666666669,0.0%,1
88,buendiagon,unal2,IH-Project-2017-buendiagon_webapp_phase1,Sun Nov  5 20:39:31 2017,0,0,[],0,0,1,0,0,0,1,0,,0.0333333333333333,96.66666666666669,3,30,0.0%,"0,0,0,1,0,0,0,1,0,",0,0,0.0%,"0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,0,0.0,0.0%,,3,126.66666666666669,0.0%,1
89,DSFarfanF,unal2,IH-Project-2017-DSFarfanF_webapp_phase1,Sun Nov  5 20:39:31 2017,0,0,[],0,0,1,0,0,0,1,0,,0.0333333333333333,96.66666666666669,3,30,0.0%,"0,0,0,1,0,0,0,1,0,",0,0,0.0%,"0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,0,0.0,0.0%,,3,126.66666666666669,0.0%,1
90,jssanchezo,unal2,IH-Project-2017-jssanchezo_webapp_phase1,Sun Nov  5 20:39:31 2017,0,0,[],0,0,1,0,0,0,1,0,,0.0333333333333333,96.66666666666669,3,30,0.0%,"0,0,0,1,0,0,0,1,0,",0,0,0.0%,"0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,0,0.0,0.0%,,3,126.66666666666669,0.0%,1
91,bsdiaza,unal2,IH-Project-2017-bsdiaza_webapp_phase1,Sun Nov  5 20:39:31 2017,0,0,[],0,0,1,0,0,0,1,0,,0.0333333333333333,96.66666666666669,3,30,0.0%,"0,0,0,1,0,0,0,1,0,",0,0,0.0%,"0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,0,0.0,0.0%,,3,126.66666666666669,0.0%,1
92,casc3798,unal2,IH-Project-2017-casc3798_webapp_phase1,Sun Nov  5 20:39:31 2017,0,0,[],1,1,1,0,1,1,1,1,"bootstrap,jquery,",0.0064516129032258,99.35483870967742,8,80,81.48%,"0,1,1,1,0,1,1,1,1,",0,0,0.0%,"0.0,0.0,0.0,0.0,0.0,",2,11.11111111111111,62.96%,"1.0,0.0,0.0,1.0,0.0,0.0,",2,8.695652173913043,62.96%,0,0.0,0.0%,,10,196.74614305750356,85.19%,1
93,jsalcinar,unal2,IH-Project-2017-jsalcinar_webapp_phase1,Sun Nov  5 20:39:31 2017,0,0,[],1,0,1,0,1,1,1,1,"bootstrap,",0.0108695652173913,98.91304347826086,7,70,66.67%,"0,1,0,1,0,1,1,1,1,",1,20,51.85%,"1.0,0.0,0.0,0.0,0.0,",2,11.11111111111111,62.96%,"1.0,0.0,1.0,0.0,0.0,0.0,",3,13.043478260869565,66.67%,0,0.0,0.0%,,10,195.0,77.78%,1
94,Anvido,unal2,IH-Project-2017-Anvido_webapp_phase1,Sun Nov  5 20:39:31 2017,0,0,[],1,1,1,1,1,1,1,1,"bootstrap,jquery,",0.0040160642570281,99.59839357429718,9,90,96.3%,"0,1,1,1,1,1,1,1,1,",1,20,51.85%,"1.0,0.0,0.0,0.0,0.0,",3,16.666666666666664,96.3%,"1.0,0.0,1.0,1.0,0.0,0.0,",4,17.391304347826086,96.3%,0,0.0,0.0%,,13,224.38100226994936,96.3%,1
95,Jufcardenasmo,unal2,IH-Project-2017-Jufcardenasmo_webapp_phase1,Sun Nov  5 20:39:31 2017,0,0,[],1,0,1,0,0,0,1,1,"bootstrap,",0.0862068965517241,91.3793103448276,5,50,44.44%,"0,1,0,1,0,0,0,1,1,",0,0,0.0%,"0.0,0.0,0.0,0.0,0.0,",1,5.555555555555555,55.56%,"1.0,0.0,0.0,0.0,0.0,0.0,",1,4.3478260869565215,40.74%,0,0.0,0.0%,,6,150.07496251874062,44.44%,1
96,federgolo,unal2,IH-Project-2017-federgolo_webapp_phase1,Sun Nov  5 20:39:31 2017,0,0,[],0,1,1,0,0,0,1,1,"bootstrap,",0.009009009009009,99.09909909909908,5,50,51.85%,"0,0,1,1,0,0,0,1,1,",1,20,51.85%,"1.0,0.0,0.0,0.0,0.0,",2,11.11111111111111,62.96%,"1.0,0.0,1.0,0.0,0.0,0.0,",3,13.043478260869565,66.67%,0,0.0,0.0%,,8,175.1860556208382,59.26%,1
97,serbatero,unal2,IH-Project-2017-serbatero_webapp_phase1,Sun Nov  5 20:39:31 2017,0,0,[],1,1,1,0,0,0,1,1,"bootstrap,animate,jquery,",0.0194805194805194,98.05194805194806,6,60,55.56%,"0,1,1,1,0,0,0,1,1,",1,20,51.85%,"1.0,0.0,0.0,0.0,0.0,",2,11.11111111111111,62.96%,"1.0,0.0,0.0,1.0,0.0,0.0,",3,13.043478260869565,66.67%,0,0.0,0.0%,,9,184.1389045736872,66.67%,1
98,GabrielUnal,unal2,IH-Project-2017-GabrielUnal_webapp_phase1,Sun Nov  5 20:39:31 2017,0,0,[],0,0,1,0,0,0,1,0,,0.0333333333333333,96.66666666666669,3,30,0.0%,"0,0,0,1,0,0,0,1,0,",0,0,0.0%,"0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,0,0.0,0.0%,,3,126.66666666666669,0.0%,1
99,diefrodriguezcha,unal2,IH-Project-2017-diefrodriguezcha_webapp_phase1,Sun Nov  5 20:39:31 2017,0,0,[],1,1,1,0,1,1,1,1,"bootstrap,jquery,",0.0,100.0,8,80,85.19%,"0,1,1,1,0,1,1,1,1,",1,20,51.85%,"1.0,0.0,0.0,0.0,0.0,",2,11.11111111111111,62.96%,"1.0,0.0,1.0,0.0,0.0,0.0,",3,13.043478260869565,66.67%,0,0.0,0.0%,,11,206.08695652173915,88.89%,1
100,adcorredorm,unal2,IH-Project-2017-adcorredorm_webapp_phase1,Sun Nov  5 20:39:31 2017,0,0,[],0,0,1,0,0,0,1,0,,0.0333333333333333,96.66666666666669,3,30,0.0%,"0,0,0,1,0,0,0,1,0,",1,20,51.85%,"1.0,0.0,0.0,0.0,0.0,",2,11.11111111111111,62.96%,"1.0,0.0,1.0,0.0,0.0,0.0,",3,13.043478260869565,66.67%,0,0.0,0.0%,,6,152.7536231884058,48.15%,1
101,jdgaitanf,unal2,IH-Project-2017-jdgaitanf_webapp_phase1,Sun Nov  5 20:39:31 2017,0,0,[],0,0,1,0,0,0,1,0,,0.0333333333333333,96.66666666666669,3,30,0.0%,"0,0,0,1,0,0,0,1,0,",0,0,0.0%,"0.0,0.0,0.0,0.0,0.0,",1,5.555555555555555,55.56%,"1.0,0.0,0.0,0.0,0.0,0.0,",1,4.3478260869565215,40.74%,0,0.0,0.0%,,4,135.36231884057972,33.33%,1
102,pahigueraf,unal2,IH-Project-2017-pahigueraf_webapp_phase1,Sun Nov  5 20:39:31 2017,0,2,"Fire Department Directory for New York State, New York State Career Centers, ",1,1,1,1,1,1,1,1,"bootstrap,font-awesome,jquery,",0.010752688172043,98.9247311827957,9,90,92.59%,"0,1,1,1,1,1,1,1,1,",1,20,51.85%,"1.0,0.0,0.0,0.0,0.0,",2,11.11111111111111,62.96%,"1.0,0.0,1.0,0.0,0.0,0.0,",3,13.043478260869565,66.67%,4,0.8888888888888888,96.3%,"1.0,0.0,0.0,;3.0,0.0,0.0,;",16,215.9005765934237,92.59%,1
103,RafaelCruz15,unal2,IH-Project-2017-RafaelCruz15_webapp_phase1,Sun Nov  5 20:39:31 2017,0,0,[],1,1,1,0,1,1,1,0,,0.0344827586206896,96.55172413793105,7,70,62.96%,"0,1,1,1,0,1,1,1,0,",1,20,51.85%,"1.0,0.0,0.0,0.0,0.0,",2,11.11111111111111,62.96%,"1.0,0.0,1.0,0.0,0.0,0.0,",3,13.043478260869565,66.67%,0,0.0,0.0%,,10,192.63868065967017,74.07%,1
104,gimg1859,unal2,IH-Project-2017-gimg1859_webapp_phase1,Sun Nov  5 20:39:31 2017,0,0,[],0,0,1,0,0,0,1,0,,0.0333333333333333,96.66666666666669,3,30,0.0%,"0,0,0,1,0,0,0,1,0,",0,0,0.0%,"0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,0,0.0,0.0%,,3,126.66666666666669,0.0%,1
105,jannMorenoJ,unal2,IH-Project-2017-jannMorenoJ_webapp_phase1,Sun Nov  5 20:39:31 2017,0,0,[],1,0,1,0,1,1,1,1,"bootstrap,jquery,",0.0,100.0,7,70,74.07%,"0,1,0,1,0,1,1,1,1,",0,0,0.0%,"0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,0,0.0,0.0%,,7,170.0,55.56%,1
106,dahrojasca,unal2,IH-Project-2017-dahrojasca_webapp_phase1,Sun Nov  5 20:39:31 2017,0,0,[],0,0,1,0,1,1,1,0,,0.03125,96.875,5,50,48.15%,"0,0,0,1,0,1,1,1,0,",0,0,0.0%,"0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,0,0.0,0.0%,,5,146.875,40.74%,1
107,FredyRosero,unal2,IH-Project-2017-FredyRosero_webapp_phase1,Sun Nov  5 20:39:31 2017,0,0,[],1,1,1,0,0,0,1,1,"jquery,",0.0192307692307692,98.07692307692308,6,60,59.26%,"0,1,1,1,0,0,0,1,1,",1,20,51.85%,"1.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",1,4.3478260869565215,40.74%,0,0.0,0.0%,,7,166.7725752508361,51.85%,1
108,mdecloedt,honors0,IH-Project-2017-mdecloedt_webapp_phase2,Tue Nov  7 00:39:19 2017,1,2,"Required Weather API, Zillow Home Value Searching API, ",1,1,1,0,1,1,1,1,"angular,",0.0677966101694915,93.22033898305084,9,90,77.78%,"1,1,1,1,0,1,1,1,1,",1,20,33.33%,"1.0,0.0,0.0,0.0,0.0,",2,11.11111111111111,37.04%,"1.0,0.0,1.0,0.0,0.0,0.0,",3,13.043478260869565,40.74%,6,1.3333333333333337,81.48%,"3.0,0.0,0.0,;3.0,0.0,0.0,;",18,210.6406288381233,77.78%,2
109,Jordan-Loeser,honors0,IH-Project-2017-Jordan-Loeser_webapp_phase2,Tue Nov  7 00:39:19 2017,1,3,"Neighborhood Names GIS, Required Weather API, Zillow Home Value Searching API, ",1,1,1,0,1,1,1,1,"d3,jquery,",0.0114155251141552,98.85844748858447,9,90,85.19%,"1,1,1,1,0,1,1,1,1,",1,20,33.33%,"1.0,0.0,0.0,0.0,0.0,",3,16.666666666666664,77.78%,"2.0,0.0,1.0,0.0,0.0,0.0,",4,17.391304347826086,77.78%,9,2.0,92.59%,"1.0,1.0,1.0,;3.0,0.0,0.0,;3.0,0.0,0.0,;",22,225.64105618423667,88.89%,2
110,LukasMMarinovic,honors0,IH-Project-2017-LukasMMarinovic_webapp_phase2,Tue Nov  7 00:39:19 2017,0,0,[],1,0,1,1,0,0,1,1,"bootstrap,d3,",0.0267857142857142,97.32142857142856,6,60,40.74%,"0,1,0,1,1,0,0,1,1,",1,20,33.33%,"1.0,0.0,0.0,0.0,0.0,",3,16.666666666666664,77.78%,"1.0,0.0,1.0,1.0,0.0,0.0,",4,17.391304347826086,77.78%,0,0.0,0.0%,,10,192.10403726708077,48.15%,2
111,whipplem123,honors0,IH-Project-2017-whipplem123_webapp_phase2,Tue Nov  7 00:39:19 2017,0,0,[],0,0,1,0,1,1,1,1,"three,",0.0256410256410256,97.43589743589745,6,60,44.44%,"0,0,0,1,0,1,1,1,1,",1,20,33.33%,"1.0,0.0,0.0,0.0,0.0,",1,5.555555555555555,33.33%,"0.0,0.0,1.0,0.0,0.0,0.0,",2,8.695652173913043,33.33%,0,0.0,0.0%,,8,174.82720178372352,37.04%,2
112,SionHu,honors0,IH-Project-2017-SionHu_webapp_phase2,Tue Nov  7 00:39:19 2017,0,0,[],0,0,1,0,0,0,1,0,,0.0333333333333333,96.66666666666669,3,30,3.7%,"0,0,0,1,0,0,0,1,0,",0,0,0.0%,"0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,0,0.0,0.0%,,3,126.66666666666669,3.7%,2
